"id","operador_id","data_abertura","valor_inicial","data_fechamento","valor_fechamento"
"32470","10389","13","1","DZ","0.00"
"32471","10390","44","0.905","KG","0.00"
"32472","10390","55","0.63","KG","0.00"
"32473","10390","56","1.215","KG","0.00"
"32474","10390","96","1","PCT","0.00"
"32475","10390","212","8","UN","0.00"
"32476","10390","14","0.37","KG","0.00"
"32477","10390","60","1.25","KG","0.00"
"32478","10390","108","0.99","KG","0.00"
"32479","10390","61","1.765","KG","0.00"
"32480","10391","14","2","KG","0.00"
"32481","10392","212","9","UN","0.00"
"32482","10392","7","1","PCT","0.00"
"32483","10392","166","0.175","KG","0.00"
"32484","10392","13","2","DZ","0.00"
"32485","10393","7","2","PCT","0.00"
"32486","10393","4","1","PCT","0.00"
"32487","10393","129","1","UN","0.00"
"32488","10394","30","0.975","KG","0.00"
"32489","10395","58","1.015","KG","0.00"
"32490","10396","7","3","PCT","0.00"
"32491","10397","11","0.155","KG","0.00"
"32492","10397","165","1","UN","0.00"
"32493","10397","212","4","UN","0.00"
"32494","10398","59","0.41","KG","0.00"
"32495","10399","169","15","UN","0.00"
"32496","10400","108","1.68","KG","0.00"
"32497","10400","110","1.135","KG","0.00"
"32498","10400","151","14","UN","0.00"
"32499","10401","108","0.745","KG","0.00"
"32500","10402","151","14","UN","0.00"
"32501","10402","108","1.28","KG","0.00"
"32502","10402","165","1","UN","0.00"
"32503","10402","29","0.705","KG","0.00"
"32504","10403","108","0.52","KG","0.00"
"32505","10404","17","1","DZ","0.00"
"32506","10404","29","1.275","KG","0.00"
"32507","10404","108","1.415","KG","0.00"
"32508","10404","44","1.11","KG","0.00"
"32509","10404","235","1","PCT","0.00"
"32510","10405","31","3.995","KG","0.00"
"32511","10405","29","2.175","KG","0.00"
"32512","10405","152","25","UN","0.00"
"32513","10406","93","3","UN","0.00"
"32514","10406","64","0.595","KG","0.00"
"32515","10406","186","2","PCT","0.00"
"32516","10407","31","1.31","KG","0.00"
"32517","10407","13","2","DZ","0.00"
"32518","10408","152","5","UN","0.00"
"32519","10409","17","1","DZ","0.00"
"32520","10410","165","1","UN","0.00"
"32521","10411","59","1","KG","0.00"
"32522","10411","29","1.275","KG","0.00"
"32523","10411","152","6","UN","0.00"
"32524","10411","108","1.135","KG","0.00"
"32525","10411","44","0.55","KG","0.00"
"32526","10411","184","2.72","KG","0.00"
"32527","10412","7","3","PCT","0.00"
"32528","10412","65","1.28","KG","0.00"
"32529","10412","186","1","PCT","0.00"
"32530","10412","14","1.21","KG","0.00"
"32531","10412","145","1","CTL","0.00"
"32532","10412","131","1","UN","0.00"
"32533","10412","206","1","PCT","0.00"
"32534","10413","59","0.335","KG","0.00"
"32535","10413","65","0.77","KG","0.00"
"32536","10413","106","0.5","KG","0.00"
"32537","10413","66","0.675","KG","0.00"
"32538","10414","13","1","DZ","0.00"
"32539","10414","108","1.055","KG","0.00"
"32540","10415","7","2","PCT","0.00"
"32541","10416","184","2.795","KG","0.00"
"32542","10416","253","0.515","KG","0.00"
"32543","10417","14","0.475","KG","0.00"
"32544","10417","165","1","UN","0.00"
"32545","10418","161","0.445","KG","0.00"
"32546","10418","54","0.37","KG","0.00"
"32547","10418","61","0.69","KG","0.00"
"32548","10418","64","0.605","KG","0.00"
"32549","10419","17","1","DZ","0.00"
"32550","10419","55","0.335","KG","0.00"
"32551","10419","66","0.68","KG","0.00"
"32552","10419","165","1","UN","0.00"
"32553","10419","106","0.56","KG","0.00"
"32554","10420","17","1","DZ","0.00"
"32555","10421","13","1","DZ","0.00"
"32556","10421","153","6","UN","0.00"
"32557","10422","13","1","DZ","0.00"
"32558","10422","151","6","UN","0.00"
"32559","10422","108","0.4","KG","0.00"
"32560","10422","95","1","PCT","0.00"
"32561","10422","55","0.315","KG","0.00"
"32562","10423","106","1.035","KG","0.00"
"32563","10423","64","1.04","KG","0.00"
"32564","10423","14","0.4","KG","0.00"
"32565","10423","65","0.435","KG","0.00"
"32566","10423","57","1.175","KG","0.00"
"32567","10423","110","0.655","KG","0.00"
"32568","10423","53","0.26","KG","0.00"
"32569","10423","5","2","PCT","0.00"
"32570","10424","42","0.4","KG","0.00"
"32571","10425","14","0.425","KG","0.00"
"32572","10425","55","0.435","KG","0.00"
"32573","10425","108","1.49","KG","0.00"
"32574","10426","184","2.645","KG","0.00"
"32575","10427","110","0.79","KG","0.00"
"32576","10428","7","2","PCT","0.00"
"32577","10429","110","2.555","KG","0.00"
"32578","10430","110","0.67","KG","0.00"
"32579","10431","66","1.095","KG","0.00"
"32580","10431","187","4","UN","0.00"
"32581","10432","180","1","UN","0.00"
"32582","10433","166","0.155","KG","0.00"
"32583","10433","139","1","UN","0.00"
"32584","10433","106","0.5","KG","0.00"
"32585","10433","165","1","UN","0.00"
"32586","10433","66","0.825","KG","0.00"
"32587","10433","152","14","UN","0.00"
"32588","10434","151","7","UN","0.00"
"32589","10435","59","0.27","KG","0.00"
"32590","10436","108","0.89","KG","0.00"
"32591","10437","108","0.235","KG","0.00"
"32592","10437","60","0.22","KG","0.00"
"32593","10437","54","0.165","KG","0.00"
"32594","10438","107","0.5","KG","0.00"
"32595","10438","61","0.355","KG","0.00"
"32596","10438","223","1","UN","0.00"
"32597","10438","138","1","UN","0.00"
"32598","10438","2","0.2","KG","0.00"
"32599","10438","7","1","PCT","0.00"
"32600","10438","30","0.5","KG","0.00"
"32601","10438","184","3.39","KG","0.00"
"32602","10439","13","1","DZ","0.00"
"32603","10440","7","2","PCT","0.00"
"32604","10441","165","1","UN","0.00"
"32605","10441","49","1","PCT","0.00"
"32606","10441","44","0.575","KG","0.00"
"32607","10442","17","2","DZ","0.00"
"32608","10443","39","0.475","KG","0.00"
"32609","10444","66","0.865","KG","0.00"
"32610","10445","1","4.2","KG","0.00"
"32611","10446","222","1","PCT","0.00"
"32612","10447","54","0.33","KG","0.00"
"32613","10447","152","4","UN","0.00"
"32614","10448","108","1.525","KG","0.00"
"32615","10449","106","0.56","KG","0.00"
"32616","10449","66","0.525","KG","0.00"
"32617","10450","57","0.955","KG","0.00"
"32618","10450","224","1","PCT","0.00"
"32619","10451","17","1","DZ","0.00"
"32620","10451","106","0.3","KG","0.00"
"32621","10451","166","0.1","KG","0.00"
"32622","10451","66","0.9","KG","0.00"
"32623","10451","249","1","KG","0.00"
"32624","10452","110","1.05","KG","0.00"
"32625","10452","30","0.76","KG","0.00"
"32626","10452","13","1","DZ","0.00"
"32627","10452","53","0.04","KG","0.00"
"32628","10452","187","5","UN","0.00"
"32629","10452","108","0.505","KG","0.00"
"32630","10453","7","2","PCT","0.00"
"32631","10453","16","1","DZ","0.00"
"32632","10453","13","1","DZ","0.00"
"32633","10454","63","1.045","KG","0.00"
"32634","10454","7","1","PCT","0.00"
"32635","10455","152","6","UN","0.00"
"32636","10456","59","1","KG","0.00"
"32637","10457","30","0.47","KG","0.00"
"32638","10458","57","0.565","KG","0.00"
"32639","10459","108","0.82","KG","0.00"
"32640","10459","7","1","PCT","0.00"
"32641","10459","151","12","UN","0.00"
"32642","10460","61","1.12","KG","0.00"
"32643","10460","166","0.4052","KG","0.00"
"32644","10460","107","0.905","KG","0.00"
"32645","10460","16","1","DZ","0.00"
"32646","10460","152","14","UN","0.00"
"32647","10460","69","1","CTL30","0.00"
"32648","10460","191","0.545","KG","0.00"
"32649","10460","15","1","UN","0.00"
"32650","10461","13","1","DZ","0.00"
"32651","10462","13","1","DZ","0.00"
"32652","10462","151","4","UN","0.00"
"32653","10463","7","2","PCT","0.00"
"32654","10464","31","0.61","KG","0.00"
"32655","10464","96","1","PCT","0.00"
"32656","10464","185","1","PCT","0.00"
"32657","10465","58","1.68","KG","0.00"
"32658","10465","54","0.29","KG","0.00"
"32659","10466","3","1","UN","0.00"
"32660","10466","230","1","CTL","0.00"
"32661","10466","42","0.41","KG","0.00"
"32662","10467","66","0.385","KG","0.00"
"32663","10467","166","0.095","KG","0.00"
"32664","10467","108","0.945","KG","0.00"
"32665","10467","106","0.36","KG","0.00"
"32666","10467","54","0.495","KG","0.00"
"32667","10467","57","0.495","KG","0.00"
"32668","10468","17","1","DZ","0.00"
"32669","10469","152","14","UN","0.00"
"32670","10470","65","2.075","KG","0.00"
"32671","10470","60","2.14","KG","0.00"
"32672","10470","106","0.61","KG","0.00"
"32673","10470","66","0.82","KG","0.00"
"32674","10470","166","0.22","KG","0.00"
"32675","10471","45","0.095","KG","0.00"
"32676","10471","59","0.195","KG","0.00"
"32677","10471","166","0.26","KG","0.00"
"32678","10472","13","1","DZ","0.00"
"32679","10473","64","0.24","KG","0.00"
"32680","10473","55","0.565","KG","0.00"
"32681","10473","13","1","DZ","0.00"
"32682","10474","59","1","KG","0.00"
"32683","10475","13","2","DZ","0.00"
"32684","10476","55","0.675","KG","0.00"
"32685","10476","39","0.66","KG","0.00"
"32686","10476","44","1.94","KG","0.00"
"32687","10476","145","2","CTL","0.00"
"32688","10476","28","1","UN","0.00"
"32689","10476","17","1","DZ","0.00"
"32690","10477","29","0.985","KG","0.00"
"32691","10477","213","1","PCT","0.00"
"32692","10478","57","1.46","KG","0.00"
"32693","10478","152","13","UN","0.00"
"32694","10479","58","0.456","KG","0.00"
"32695","10480","13","1","DZ","0.00"
"32696","10480","108","1.07","KG","0.00"
"32697","10480","31","1.25","KG","0.00"
"32698","10480","19","1","UN","0.00"
"32699","10481","20","1","UN","0.00"
"32700","10482","138","1","UN","0.00"
"32701","10483","60","0.57","KG","0.00"
"32702","10484","29","0.785","KG","0.00"
"32703","10485","7","3","PCT","0.00"
"32704","10485","59","1","KG","0.00"
"32705","10485","151","15","UN","0.00"
"32706","10485","108","0.91","KG","0.00"
"32707","10485","180","1","UN","0.00"
"32708","10485","61","0.54","KG","0.00"
"32709","10485","65","0.575","KG","0.00"
"32710","10485","14","0.315","KG","0.00"
"32711","10485","162","4","UN","0.00"
"32712","10485","53","0.185","KG","0.00"
"32713","10485","139","1","UN","0.00"
"32714","10485","165","1","UN","0.00"
"32715","10485","187","1","UN","0.00"
"32716","10486","110","0.93","KG","0.00"
"32717","10486","108","1.43","KG","0.00"
"32718","10486","166","0.29","KG","0.00"
"32719","10486","55","0.66","KG","0.00"
"32720","10486","66","1.335","KG","0.00"
"32721","10487","17","1","DZ","0.00"
"32722","10488","60","0.62","KG","0.00"
"32723","10488","64","0.625","KG","0.00"
"32724","10488","151","14","UN","0.00"
"32725","10489","184","3.32","KG","0.00"
"32726","10490","66","0.65","KG","0.00"
"32727","10490","165","1","UN","0.00"
"32728","10491","62","1.81","KG","0.00"
"32729","10491","108","1.605","KG","0.00"
"32730","10491","110","0.935","KG","0.00"
"32731","10491","109","0.41","KG","0.00"
"32732","10491","230","1","CTL","0.00"
"32733","10491","15","1","UN","0.00"
"32734","10491","31","1.805","KG","0.00"
"32735","10491","29","0.64","KG","0.00"
"32736","10491","162","12","UN","0.00"
"32737","10491","212","14","UN","0.00"
"32738","10491","53","0.135","KG","0.00"
"32739","10491","66","1.315","KG","0.00"
"32740","10491","14","0.445","KG","0.00"
"32741","10491","58","0.56","KG","0.00"
"32742","10491","166","0.445","KG","0.00"
"32743","10491","57","1.16","KG","0.00"
"32744","10491","60","0.185","KG","0.00"
"32745","10491","49","1","PCT","0.00"
"32746","10491","213","1","PCT","0.00"
"32747","10491","237","1","PCT","0.00"
"32748","10491","54","0.64","KG","0.00"
"32749","10491","52","1","PCT","0.00"
"32750","10491","20","1","UN","0.00"
"32751","10491","111","1","UN","0.00"
"32752","10491","125","1","UN","0.00"
"32753","10491","151","11","UN","0.00"
"32754","10492","16","1","DZ","0.00"
"32755","10492","108","1.54","KG","0.00"
"32756","10492","59","1","KG","0.00"
"32757","10492","30","0.665","KG","0.00"
"32758","10492","55","0.11","KG","0.00"
"32759","10492","7","1","PCT","0.00"
"32760","10493","17","1","DZ","0.00"
"32761","10493","110","1.425","KG","0.00"
"32762","10494","59","1.055","KG","0.00"
"32763","10495","16","1","DZ","0.00"
"32764","10495","100","2","UN","0.00"
"32765","10495","23","1","UN","0.00"
"32766","10496","13","1","DZ","0.00"
"32767","10497","93","3","UN","0.00"
"32768","10498","55","1.185","KG","0.00"
"32769","10499","152","12","UN","0.00"
"32770","10500","108","0.755","KG","0.00"
"32771","10500","174","1","UN","0.00"
"32772","10500","187","9","UN","0.00"
"32773","10500","166","0.225","KG","0.00"
"32774","10501","5","1","PCT","0.00"
"32775","10501","165","1","UN","0.00"
"32776","10502","153","9","UN","0.00"
"32777","10503","14","1.2","KG","0.00"
"32778","10503","65","0.895","KG","0.00"
"32779","10504","29","0.905","KG","0.00"
"32780","10504","200","1","PCT","0.00"
"32781","10504","21","1","UN","0.00"
"32782","10504","112","1","UN","0.00"
"32783","10504","2","0.15","KG","0.00"
"32784","10505","62","0.375","KG","0.00"
"32785","10505","147","1","UN","0.00"
"32786","10506","59","0.715","KG","0.00"
"32787","10506","60","1.505","KG","0.00"
"32788","10506","166","0.25","KG","0.00"
"32789","10507","64","0.875","KG","0.00"
"32790","10507","48","1","PCT","0.00"
"32791","10507","54","0.795","KG","0.00"
"32792","10507","60","0.9","KG","0.00"
"32793","10507","38","0.715","KG","0.00"
"32794","10507","42","0.87","KG","0.00"
"32795","10508","13","1","DZ","0.00"
"32796","10509","55","0.685","KG","0.00"
"32797","10509","110","0.48","KG","0.00"
"32798","10509","64","0.715","KG","0.00"
"32799","10509","108","0.61","KG","0.00"
"32800","10509","166","0.14","KG","0.00"
"32801","10509","109","0.4","KG","0.00"
"32802","10509","66","0.37","KG","0.00"
"32803","10509","191","0.535","KG","0.00"
"32804","10510","31","1.475","KG","0.00"
"32805","10510","153","11","UN","0.00"
"32806","10510","13","1","DZ","0.00"
"32807","10510","191","0.45","KG","0.00"
"32808","10511","65","0.725","KG","0.00"
"32809","10511","95","1","PCT","0.00"
"32810","10511","58","0.465","KG","0.00"
"32811","10512","153","2","UN","0.00"
"32812","10512","34","0.215","KG","0.00"
"32813","10512","39","0.16","KG","0.00"
"32814","10512","191","0.43","KG","0.00"
"32815","10513","106","0.75","KG","0.00"
"32816","10513","166","0.115","KG","0.00"
"32817","10514","16","1","DZ","0.00"
"32818","10514","61","0.7","KG","0.00"
"32819","10514","58","0.465","KG","0.00"
"32820","10514","60","0.765","KG","0.00"
"32821","10514","95","1","PCT","0.00"
"32822","10515","7","1","PCT","0.00"
"32823","10515","161","0.505","KG","0.00"
"32824","10516","4","1","PCT","0.00"
"32825","10516","7","2","PCT","0.00"
"32826","10516","226","2","UN","0.00"
"32827","10517","31","1.63","KG","0.00"
"32828","10517","13","1","DZ","0.00"
"32829","10517","191","0.45","KG","0.00"
"32830","10518","152","14","UN","0.00"
"32831","10518","108","3.51","KG","0.00"
"32832","10518","161","0.995","KG","0.00"
"32833","10519","57","1.765","KG","0.00"
"32834","10520","55","0.535","KG","0.00"
"32835","10520","109","0.355","KG","0.00"
"32836","10521","108","1.555","KG","0.00"
"32837","10521","15","2","UN","0.00"
"32838","10521","57","1.75","KG","0.00"
"32839","10521","145","1","CTL","0.00"
"32840","10521","50","1","PCT","0.00"
"32841","10521","31","1.57","KG","0.00"
"32842","10521","64","1.015","KG","0.00"
"32843","10521","191","0.505","KG","0.00"
"32844","10521","166","0.215","KG","0.00"
"32845","10521","151","28","UN","0.00"
"32846","10521","55","1.07","KG","0.00"
"32847","10522","13","1","DZ","0.00"
"32848","10523","60","1.42","KG","0.00"
"32849","10523","66","0.925","KG","0.00"
"32850","10523","253","1.175","KG","0.00"
"32851","10523","55","0.635","KG","0.00"
"32852","10523","170","1.975","KG","0.00"
"32853","10523","187","5","UN","0.00"
"32854","10523","107","0.805","KG","0.00"
"32855","10523","44","1.085","KG","0.00"
"32856","10523","42","0.58","KG","0.00"
"32857","10523","139","1","UN","0.00"
"32858","10523","145","1","CTL","0.00"
"32859","10523","13","1","DZ","0.00"
"32860","10524","69","1","CTL30","0.00"
"id","usuario","senha","tipo"
"3","diegorcristaldo","$2y$10$Qehaq1TpbaGvrJ25ky4Ptu77dHR.6bXNVk4MYJ1v2TCrd5vwRWpy6","admin"
"5","Raquel","$2y$10$hAeK/5tKVzyjtAAVsMqygOnhJVUXwrUufPfRcTUhQ4l42XzkwNFnq","vendedor"
"26","fabianasleite","$2y$10$omr.kMtVhtYoHeIBk30X.OxREkfX1AJgDJjCLwczPD5AUPd5uuuxq","admin"
"28","Cris","$2y$10$MImI70g/ebry2HgO2pji7e3MVW9UwnxOHfrjdie1PfPWxQv5ujoU6","vendedor"
"id","venda_id","forma_pagamento","valor_pago"
"1","8385","Múltipla","0.00"
"2","8385","Cartão de Débito","32.50"
"3","8385","Dinheiro","16.00"
"4","8484","Múltipla","0.00"
"5","8484","PIX","6.19"
"6","8484","Dinheiro","5.00"
"7","8538","Múltipla","0.00"
"8","8538","Cartão de Débito","9.00"
"9","8538","Dinheiro","15.00"
"10","8560","Múltipla","0.00"
"11","8560","Cartão de Débito","30.00"
"12","8560","Dinheiro","5.00"
"13","8650","Múltipla","0.00"
"14","8650","Dinheiro","30.00"
"15","8650","PIX","14.50"
"16","8836","Múltipla","0.00"
"17","8836","Cartão de Débito","1.00"
"18","8836","Dinheiro","4.00"
"19","8920","Múltipla","0.00"
"20","8920","Dinheiro","27.50"
"21","8920","PIX","4.50"
"22","9008","Múltipla","0.00"
"23","9008","PIX","0.00"
"24","9181","Múltipla","0.00"
"25","9181","Dinheiro","8.00"
"26","9181","PIX","14.00"
"27","9188","Múltipla","0.00"
"28","9188","Dinheiro","18.00"
"29","9188","PIX","6.00"
"30","9206","Múltipla","0.00"
"31","9206","Dinheiro","52.00"
"32","9206","PIX","16.00"
"33","9389","Múltipla","0.00"
"34","9389","Dinheiro","11.00"
"35","9389","Cartão de Débito","10.00"
"36","9574","Múltipla","0.00"
"37","9574","Cartão de Débito","20.00"
"38","9574","Cartão de Crédito","2.87"
"39","9588","Múltipla","0.00"
"40","9588","Dinheiro","20.00"
"41","9588","Cartão de Débito","14.50"
"42","9774","Múltipla","0.00"
"43","9774","PIX","16.20"
"44","9774","Dinheiro","22.00"
"45","10084","Múltipla","0.00"
"46","10084","PIX","10.00"
"47","10084","Dinheiro","15.00"
"id","nome","preco","codigo_barras","unidade_medida"
"1","Macaxeira","6.50",NULL,"KG"
"2","Gengibre","26.00",NULL,"KG"
"3","Coco Seco","5.00","7899332322439","UN"
"4","Cebola Pacote","3.00","7898759146444","PCT"
"5","Pimentão","3.00","7891885129251","PCT"
"6","Inhame","9.50",NULL,"KG"
"7","Tomate","3.00","7899674330673","PCT"
"8","Cenoura promoção","4.00",NULL,"KG"
"9","Mel","12.00","5422251685167","UN"
"10","Goiaba","8.00",NULL,"KG"
"11","Abobora","6.00",NULL,"KG"
"12","Ovo de codorna Granja Panhossi","8.99","7896743970044","CTL30"
"13","Banana pequena","5.00","7896533090136","DZ"
"14","Pepino","5.00",NULL,"KG"
"15","Abacaxi","8.00","7899345463150","UN"
"16","Banana coruda","8.00","7897091814165","DZ"
"17","Banana Prata","10.00","7899108887179","DZ"
"18","Banana Costela de Vaca","1.00","7893290231185","UN"
"19","Azeite de coco garrafinha","8.00","6613249658143","UN"
"20","Poupa de acerola","8.50",NULL,"UN"
"21","Poupa de caja","9.00",NULL,"UN"
"22","Poupa de maracuja","16.00",NULL,"UN"
"23","Poupa de tamarindo","7.50",NULL,"UN"
"24","Poupa de cupuaçu","9.00",NULL,"UN"
"25","Poupa de caju","7.50",NULL,"UN"
"26","Poupa de goiaba","7.00",NULL,"UN"
"27","Poupa de bacuri","15.00",NULL,"UN"
"28","Poupa de barra de cupuaçu","14.00",NULL,"UN"
"29","Mamão","4.50",NULL,"KG"
"30","Maça Granel","11.00",NULL,"KG"
"31","Melão","6.00",NULL,"KG"
"32","Suco de uva Pérgola","22.00","7896855907501","1LT"
"33","Vinho tinto suave Pergola","27.00","7896855901417","1LT"
"34","Maça Argentina","17.00",NULL,"KG"
"35","Laranja cutrale","19.00",NULL,"KG"
"36","Kiwi Gold","50.00",NULL,"KG"
"37","Uva verde sem semente Uvas selecionadas 500g","11.00","0070341057728","CTL"
"38","Maça Verde","18.00",NULL,"KG"
"39","Pera","16.00",NULL,"KG"
"40","Caqui","16.00",NULL,"KG"
"41","Beringela","7.00",NULL,"KG"
"42","Tanja importada","25.00",NULL,"KG"
"43","Pera portuguesa","23.00",NULL,"KG"
"44","Uva Verde","12.00",NULL,"KG"
"45","Kiwi","31.00",NULL,"KG"
"46","Ameixa","29.00",NULL,"KG"
"47","Melão Rei","19.00",NULL,"KG"
"48","Corante coloral médio","4.00","7899764075484","PCT"
"49","Corante coloral pequeno","2.00","7891108802497","PCT"
"50","Corante coloral grande","5.00","7893547016503","PCT"
"51","Alçafrão pacote médio","3.00","7895005801515","PCT"
"52","Alho pacote","3.00","7891375990521","PCT"
"53","Alho","34.00",NULL,"KG"
"54","Maça grande","14.50",NULL,"KG"
"55","Maça pequena","13.50",NULL,"KG"
"56","Abobrinha","6.00",NULL,"KG"
"57","Manga","7.00",NULL,"KG"
"58","Abacate","8.50",NULL,"KG"
"59","Limão","5.00",NULL,"KG"
"60","Batata","5.50",NULL,"KG"
"61","Beterraba","6.00",NULL,"KG"
"62","Chuchu","6.00",NULL,"KG"
"63","Batata doce","4.50",NULL,"KG"
"64","Cenoura","6.00",NULL,"KG"
"65","Repolho","6.50",NULL,"KG"
"66","Tomate","6.00",NULL,"KG"
"67","Repolho Roxo","8.00",NULL,"KG"
"68","Ovo Vermelho","17.99","7890690047682","CTL30"
"69","Ovo Branco","16.99","7894414500699","CTL30"
"70","Café Tradicional Maratá","17.99","7898286200039","PCT"
"71","Ervilha Bonare 170g","4.99","7899659901119","UN"
"72","Milho Verde Quero 170g","4.99","7896102500844","UN"
"73","Sardinha Pescador com óleo lata 125g","6.50","7896114901738","UN"
"74","Sardinha Pescador com molho de tomate lata 125g","6.50","7896114900045","UN"
"75","Arroz Branco Taja","5.99",NULL,"1KG"
"76","Molho de tomate tradicional Bonare 300g","3.00","7899659901096","UN"
"77","Macarrão espaguete Galo 400g","4.50","7896022208035","UN"
"78","Angico Preto","12.00",NULL,"UN"
"79","Mel composto","12.00",NULL,"UN"
"80","Óleo de soja Concórdia 900ml","10.50","7898247780075","1LT"
"81","Farinha de milho flocada  Flocão Nutritiva 500g","3.99","7896184800504","UN"
"82","Farinha","12.00",NULL,"1KG"
"83","Feijão preto Imperial","10.00","7898275810102","1KG"
"84","Feijão comum Imperial","9.00","7898275810010","1KG"
"85","Arroz Branco Tipo 1 Painho","5.00","7898461320125","1KG"
"86","Farinha de mandioca amarela Imperial","5.50","7898275810034","1KG"
"87","Farinha de mandioca branca Imperial","5.50","7898275810119","1KG"
"88","Azeite de coco garrafa 2L","60.00",NULL,"2LT"
"89","Azeite de coco garrafa 1L","30.00",NULL,"1LT"
"90","Pimenta na cachaça Pimentas do Lucas 275ml","15.00","7899833775901","UN"
"91","Leite de coco Fredão 200ml","3.50","7898677310002","UN"
"92","Óleo de milho refinado Sinhá 900ml","11.99","7892300030015","UN"
"93","Alface Crespa","3.00","7896421459939","UN"
"94","Alface Americana","4.00","7894287467945","UN"
"95","Amendoim torrado","2.00","7892937258950","PCT"
"96","Amendoim com casca","5.00","7890136855963","PCT"
"97","Amendoim sem casca","5.00","7891789111970","PCT"
"98","Rapadura do Brejo quebradinha de coco 300g","6.00","7895098592499","UN"
"99","Rapadura do Brejo com coco 900g","10.00","7895098592475","UN"
"100","Rapadura do brejo 100% da cana 450g","6.00","7895098592321","UN"
"101","Uva passa","7.50","7892585561013","PCT"
"102","Tamara","10.00","7894416861026","PCT"
"103","Amendoim cru","2.00","7891245541037","PCT"
"104","Rapadura do Brejo sabor coco 300g","6.00","7895098592512","UN"
"105","Rapadura do Brejo sabor amendoim 400g","6.00","7895098592345","UN"
"106","Cebola","4.50",NULL,"KG"
"107","Cebola Roxa","5.00",NULL,"KG"
"108","Laranja","4.50",NULL,"KG"
"109","Tanja","8.50",NULL,"KG"
"110","Maracujá","7.50",NULL,"KG"
"111","Canela em pó Puro Tempero 20g","3.00","0192505231970","UN"
"112","Molho de pimenta malagueta Puro Tempero 150ml","5.00","0192505233844","UN"
"113","Molho cremoso de alho com ervas Puro Tempero 220ml","7.00","0192505233820","UN"
"114","Linhaça marrom Puro Tempero 150g","6.90","0192505232397","UN"
"115","Molho de pimenta Extra Forte Puro Tempero 150ml","5.00","0192505233745","UN"
"116","Molho de pimenta Calabresa Puro Tempero 250ml","10.00","0192505232960","UN"
"117","Molho de pimenta Cremoso Puro Tempero 250ml","10.00","0192505232922","UN"
"118","Molho de pimenta de óleo de girassol Pimentas do Lucas 275ml","15.00","7898532381185","UN"
"119","Açafrão Puro Tempero 25g","2.50","0192505232021","UN"
"120","Tempero Pega Marido Puro Tempero 30g","3.00","0192505233424","UN"
"121","Páprica defumada Puro Tempero 30g","4.00","0192505233448","UN"
"122","Salsa, Cebola e Alho Puro Tempero 40g","4.00","0192505233462","UN"
"123","Orégano Puro Tempero 10g","3.00","0192505232014","UN"
"124","Flor de Hibisco Puro Tempero 30g","3.25","0192505232069","UN"
"125","Lemon Pepper Puro Tempero 20g","3.00","0192505233332","UN"
"126","Páprica Picante Puro Tempero 30g","3.75","0192505233479","UN"
"127","Canela em casca Puro Tempero 15g","4.75","0192505231956","UN"
"128","Corante tipo caseiro Urucum Puro Tempero 150g","4.50","0192505232007","UN"
"129","Pimenta preta moída (Pimenta do Reino) Puro Tempero 30g","3.00","0192505231918","UN"
"130","Espinheira Santa Puro Tempero 10g","3.00","0192505232212","UN"
"131","Chimichuri Picante Puro Tempero 30g","3.50","0192505233271","UN"
"132","Cominho Puro Tempero 25g","2.50","0192505231932","UN"
"133","Pimenta preta Grão (Pimenta do Reino) Puro Tempero 30g","2.50","0192505231987","UN"
"134","Chá Verde Puro Tempero 20g","3.00","0192505232205","UN"
"135","Pimenta Calabresa Puro Tempero 20g","3.00","0192505233066","UN"
"136","Bicarbonato de sódio Puro Tempero 40g","2.50","0192505232052","UN"
"137","Tempero Baiano Puro Tempero 30g","3.00","0192505232038","UN"
"138","Cravo da Índia Puro Tempero 15g","3.00","0192505232076","UN"
"139","Folha de louro Puro Tempero 10g","2.50","0192505232182","UN"
"140","Alho frito Puro Tempero 30g","2.75","0192505232984","UN"
"141","Hortelã Puro Tempero 20g","2.50","0192505233486","UN"
"142","Folha de boldo Puro Tempero 10g","2.00","0192505232168","UN"
"143","Semente de coentro Puro Tempero 25g","2.50","0192505232113","UN"
"145","Morango","13.99","7898919942565","CTL"
"146","Limão","2.99","7891092771465","PCT"
"147","Couve Folha","3.00",NULL,"UN"
"148","Acelga","8.00","7892195551480","UN"
"149","Ovo Branco","0.56","7892502171493","UN"
"150","Ovo Vermelho","0.60","7894546641505","UN"
"151","Banana pequena","0.42","7897782921516","UN"
"152","Banana Prata","0.84","7891739601520","UN"
"153","Banana coruda","0.67","7892937351538","UN"
"154","Molho de pimenta ao leite de Coco Babaçu Puro Tempero 250ml","10.00","0192505232762","UN"
"155","Canela em pó Planeta 20g","2.50","7898910650018","UN"
"156","Tâmara Medjoul 1kg","50.00","7291008080511","UN"
"157","Açúcar Cristal Itajá","5.99","7898051680011","1KG"
"158","Couve-Flor 300g","15.00","7898599031528","PCT"
"159","Brócolis Peterfrut 300g","14.00","7898599031511","UN"
"160","Uva verde sem semente Doçura do Vale 500g","13.00","7898956087014","CTL"
"161","Uva Roxa","12.00",NULL,"KG"
"162","Quiabo","0.25",NULL,"UN"
"163","Coco Verde","4.00","7891501521636","UN"
"164","Coco Verde gelado","5.00","7895631591644","UN"
"165","Cheiro Verde","3.00","7893080941652","UN"
"166","Pimentão","12.00",NULL,"KG"
"167","Cebola Branca","10.00",NULL,"KG"
"168","Banana maça","10.00","7894470571688","DZ"
